FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201709,3,0,34836,720871,"I","09/03/2017 00:00:00",64,"M","Permanent Home",201708
201708,29,0,34837,720871,"I","08/29/2017 00:00:00",80,"F","Permanent Home",201708
201708,29,0,34446,723471,"D","08/29/2017 00:00:00",33,"M","Boating",201708
201708,29,0,34447,723471,"D","08/29/2017 00:00:00",45,"M","Boating",201708
201708,31,0,34448,723471,"D","08/31/2017 00:00:00",40,"M","Boating",201708
201708,31,0,34449,723471,"D","08/31/2017 00:00:00",33,"M","Boating",201708
201708,30,0,34465,723471,"D","08/30/2017 00:00:00",25,"M","Boating",201708
201708,30,0,34466,723471,"D","08/30/2017 00:00:00",31,"M","Boating",201708
201708,29,0,34442,723471,"D","08/29/2017 00:00:00",65,"M","In Water",201708
201708,29,0,34443,723471,"D","08/29/2017 00:00:00",42,"M","In Water",201708
201708,29,0,34444,723471,"D","08/29/2017 00:00:00",54,"M","In Water",201708
201708,29,0,34445,723471,"D","08/29/2017 00:00:00",25,"M","In Water",201708
201708,27,0,34456,723471,"D","08/27/2017 00:00:00",62,"M","In Water",201708
201708,31,0,34457,723471,"D","08/31/2017 00:00:00",24,"M","In Water",201708
201708,28,0,34458,723471,"D","08/28/2017 00:00:00",73,"F","In Water",201708
201708,29,0,34459,723471,"D","08/29/2017 00:00:00",58,"M","In Water",201708
201708,28,0,34460,723471,"D","08/28/2017 00:00:00",67,"M","In Water",201708
201708,30,0,34461,723471,"D","08/30/2017 00:00:00",49,"M","In Water",201708
201708,29,0,34462,723471,"D","08/29/2017 00:00:00",66,"M","In Water",201708
201708,29,0,34464,723471,"D","08/29/2017 00:00:00",29,"F","In Water",201708
201708,27,0,34440,723471,"D","08/27/2017 00:00:00",89,"F","Permanent Home",201708
201709,15,0,34472,723471,"D","09/15/2017 00:00:00",77,"F","Permanent Home",201708
201708,27,0,34437,723471,"D","08/27/2017 00:00:00",64,"M","Permanent Structure",201708
201708,27,0,34468,723471,"D","08/27/2017 00:00:00",48,"F","Permanent Structure",201708
201709,7,0,34469,723471,"D","09/07/2017 00:00:00",71,"F","Permanent Structure",201708
201709,3,0,34470,723471,"D","09/03/2017 00:00:00",71,"M","Permanent Structure",201708
201708,26,0,34438,723471,"D","08/26/2017 00:00:00",76,"F","Vehicle/Towed Trailer",201708
201708,28,0,34439,723471,"D","08/28/2017 00:00:00",45,"M","Vehicle/Towed Trailer",201708
201708,27,0,34441,723471,"D","08/27/2017 00:00:00",60,"M","Vehicle/Towed Trailer",201708
201708,30,0,34450,723471,"D","08/30/2017 00:00:00",81,"F","Vehicle/Towed Trailer",201708
201708,30,0,34451,723471,"D","08/30/2017 00:00:00",84,"M","Vehicle/Towed Trailer",201708
201708,30,0,34452,723471,"D","08/30/2017 00:00:00",8,"M","Vehicle/Towed Trailer",201708
201708,30,0,34453,723471,"D","08/30/2017 00:00:00",14,"M","Vehicle/Towed Trailer",201708
201708,30,0,34454,723471,"D","08/30/2017 00:00:00",6,"F","Vehicle/Towed Trailer",201708
201708,30,0,34455,723471,"D","08/30/2017 00:00:00",16,"F","Vehicle/Towed Trailer",201708
201708,30,0,34463,723471,"D","08/30/2017 00:00:00",32,"F","Vehicle/Towed Trailer",201708
201708,27,0,34467,723471,"D","08/27/2017 00:00:00",43,"M","Vehicle/Towed Trailer",201708
201708,29,0,34473,723471,"I","08/29/2017 00:00:00",82,"M","Vehicle/Towed Trailer",201708
201708,29,0,34474,723471,"I","08/29/2017 00:00:00",38,"F","Vehicle/Towed Trailer",201708
201703,20,0,34638,727424,"D","03/20/2017 00:00:00",18,"M","In Water",201703
201702,28,0,34647,727496,"D","02/28/2017 00:00:00",59,"M","In Water",201702
201708,21,0,34825,727805,"D","08/21/2017 00:00:00",37,"M","Outside/Open Areas",201708
201708,28,0,34915,728349,"D","08/28/2017 00:00:00",61,"M","In Water",201708
201712,12,0,34553,724595,"I","12/12/2017 00:00:00",21,"M","Outside/Open Areas",201712
201712,16,0,34922,724626,"I","12/16/2017 00:00:00",46,"M","Permanent Structure",201712
201712,26,0,34575,725484,"D","12/26/2017 00:00:00",47,"F","Vehicle/Towed Trailer",201712
201712,26,0,34576,725484,"D","12/26/2017 00:00:00",18,"F","Vehicle/Towed Trailer",201712
201712,26,0,34577,725484,"D","12/26/2017 00:00:00",20,"F","Vehicle/Towed Trailer",201712
201712,26,0,34578,725484,"D","12/26/2017 00:00:00",14,"F","Vehicle/Towed Trailer",201712
201712,31,0,34607,725978,"I","12/31/2017 00:00:00",52,"M","Outside/Open Areas",201712
201712,31,0,34621,726411,"D","12/31/2017 00:00:00",48,"M","Outside/Open Areas",201712
201712,31,0,34624,726665,"I","12/31/2017 00:00:00",17,"M","Outside/Open Areas",201712
201712,19,0,34636,727405,"I","12/19/2017 00:00:00",20,"M","Vehicle/Towed Trailer",201712
201712,29,0,34673,727619,"D","12/29/2017 00:00:00",84,"F","Outside/Open Areas",201712
201712,29,0,34674,727619,"D","12/29/2017 00:00:00",60,"M","Outside/Open Areas",201712
201712,31,0,34675,727619,"D","12/31/2017 00:00:00",57,"M","Outside/Open Areas",201712
201712,31,0,34678,727635,"D","12/31/2017 00:00:00",51,"M","Outside/Open Areas",201712
201712,31,0,34679,727635,"D","12/31/2017 00:00:00",34,"M","Outside/Open Areas",201712
201712,28,0,34934,728427,"I","12/28/2017 00:00:00",61,"M","Vehicle/Towed Trailer",201712
201712,4,0,34928,729836,"D","12/04/2017 00:00:00",32,"M","Outside/Open Areas",201712
201712,4,0,34929,729837,"D","12/04/2017 00:00:00",32,"M","Outside/Open Areas",201712
201712,4,0,34930,729838,"D","12/04/2017 00:00:00",32,"M","Outside/Open Areas",201712
201712,4,0,34931,729839,"D","12/04/2017 00:00:00",32,"M","Outside/Open Areas",201712
201712,4,0,34932,729840,"D","12/04/2017 00:00:00",32,"M","Outside/Open Areas",201712
201712,8,0,34999,730852,"I","12/08/2017 00:00:00",8,"M","Under Tree",201712
201712,23,0,34957,730998,"D","12/23/2017 00:00:00",,"M","In Water",201712
201712,30,0,34964,731019,"I","12/30/2017 00:00:00",17,"F","Vehicle/Towed Trailer",201712
201712,30,0,34965,731019,"I","12/30/2017 00:00:00",18,"F","Vehicle/Towed Trailer",201712
201712,30,0,34966,731020,"I","12/30/2017 00:00:00",52,"M","Vehicle/Towed Trailer",201712
201712,30,0,34973,731223,"D","12/30/2017 00:00:00",86,"F","Outside/Open Areas",201712
201712,31,0,34974,731224,"D","12/31/2017 00:00:00",89,"F","Outside/Open Areas",201712
201712,27,0,35005,731233,"D","12/27/2017 00:00:00",52,"M","Vehicle/Towed Trailer",201712
201712,27,0,35003,731287,"D","12/27/2017 00:00:00",27,"M","Vehicle/Towed Trailer",201712
201712,26,0,35006,731305,"D","12/26/2017 00:00:00",68,"M","Vehicle/Towed Trailer",201712
201712,7,0,34986,731493,"I","12/07/2017 00:00:00",70,"M","Under Tree",201712
201712,24,0,35001,732047,"D","12/24/2017 00:00:00",83,"F","Outside/Open Areas",201712
201712,9,0,35007,732507,"I","12/09/2017 00:00:00",78,"M","Vehicle/Towed Trailer",201712
201708,28,0,34917,728349,"I","08/28/2017 00:00:00",,"","Outside/Open Areas",201708
201708,28,0,34914,728349,"D","08/28/2017 00:00:00",60,"F","Permanent Structure",201708
201708,28,0,34916,728349,"D","08/28/2017 00:00:00",33,"M","Vehicle/Towed Trailer",201708
201708,28,0,34920,728390,"D","08/28/2017 00:00:00",69,"M","In Water",201708
201708,27,0,34918,728390,"D","08/27/2017 00:00:00",1,"F","Vehicle/Towed Trailer",201708
201708,27,0,34919,728390,"D","08/27/2017 00:00:00",64,"M","Vehicle/Towed Trailer",201708
201708,29,0,34921,728395,"D","08/29/2017 00:00:00",83,"F","Vehicle/Towed Trailer",201708
201704,4,0,34948,730484,"D","04/04/2017 00:00:00",50,"M","In Water",201704
201708,2,0,34949,730576,"D","08/02/2017 00:00:00",82,"M","Outside/Open Areas",201708
201708,31,0,34471,723471,"D","08/31/2017 00:00:00",58,"M","In Water",201708
201708,29,0,34884,720861,"D","08/29/2017 00:00:00",25,"M","In Water",201708
201708,27,0,34835,720871,"I","08/27/2017 00:00:00",69,"F","Permanent Home",201708
201702,7,0,33784,681794,"I","02/07/2017 00:00:00",63,"F","Vehicle/Towed Trailer",201702
201702,23,0,33165,681925,"I","02/23/2017 00:00:00",,"","Vehicle/Towed Trailer",201702
201704,3,0,33922,690887,"D","04/03/2017 00:00:00",65,"M","Mobile/Trailer Home",201704
201707,21,0,33727,709960,"I","07/21/2017 00:00:00",72,"M","Vehicle/Towed Trailer",201707
201707,5,0,33619,713481,"D","07/05/2017 00:00:00",58,"M","Mobile/Trailer Home",201707
201707,1,0,33612,713481,"I","07/01/2017 00:00:00",42,"M","Outside/Open Areas",201707
201707,2,0,33616,713481,"D","07/02/2017 00:00:00",40,"F","Outside/Open Areas",201707
201707,1,0,33613,713481,"I","07/01/2017 00:00:00",68,"M","Permanent Home",201707
201707,2,0,33615,713481,"D","07/02/2017 00:00:00",79,"M","Permanent Home",201707
201707,4,0,33617,713481,"D","07/04/2017 00:00:00",86,"M","Permanent Home",201707
201707,4,0,33618,713481,"D","07/04/2017 00:00:00",67,"F","Permanent Home",201707
201707,2,0,33614,713481,"D","07/02/2017 00:00:00",36,"M","Permanent Structure",201707
201707,6,0,33626,713483,"D","07/06/2017 00:00:00",75,"F","Unknown",201707
201707,10,0,33639,713483,"D","07/10/2017 00:00:00",19,"M","Unknown",201707
201707,6,0,33622,713483,"D","07/06/2017 00:00:00",51,"F","Outside/Open Areas",201707
201707,6,0,33624,713483,"D","07/06/2017 00:00:00",51,"M","Outside/Open Areas",201707
201707,6,0,33625,713483,"I","07/06/2017 00:00:00",64,"M","Outside/Open Areas",201707
201707,6,0,33629,713483,"I","07/06/2017 00:00:00",23,"M","Outside/Open Areas",201707
201707,7,0,33630,713483,"I","07/07/2017 00:00:00",45,"M","Outside/Open Areas",201707
201707,8,0,33631,713483,"I","07/08/2017 00:00:00",36,"M","Outside/Open Areas",201707
201707,9,0,33634,713483,"D","07/09/2017 00:00:00",41,"M","Outside/Open Areas",201707
201707,9,0,33635,713483,"I","07/09/2017 00:00:00",63,"M","Outside/Open Areas",201707
201707,9,0,33636,713483,"D","07/09/2017 00:00:00",57,"M","Outside/Open Areas",201707
201707,10,0,33638,713483,"D","07/10/2017 00:00:00",45,"M","Outside/Open Areas",201707
201707,6,0,33620,713483,"D","07/06/2017 00:00:00",75,"M","Permanent Home",201707
201707,6,0,33621,713483,"D","07/06/2017 00:00:00",81,"F","Permanent Home",201707
201707,6,0,33623,713483,"I","07/06/2017 00:00:00",74,"M","Permanent Home",201707
201707,6,0,33627,713483,"I","07/06/2017 00:00:00",74,"M","Permanent Home",201707
201707,6,0,33628,713483,"I","07/06/2017 00:00:00",77,"F","Permanent Home",201707
201707,9,0,33633,713483,"I","07/09/2017 00:00:00",0,"M","Permanent Home",201707
201707,10,0,33637,713483,"D","07/10/2017 00:00:00",42,"F","Permanent Home",201707
201707,8,0,33632,713483,"D","07/08/2017 00:00:00",59,"M","Vehicle/Towed Trailer",201707
201707,12,0,33640,713485,"D","07/12/2017 00:00:00",72,"M","Outside/Open Areas",201707
201707,13,0,33641,713485,"D","07/13/2017 00:00:00",59,"M","Outside/Open Areas",201707
201707,16,0,33648,713487,"D","07/16/2017 00:00:00",80,"M","Unknown",201707
201707,15,0,33642,713487,"I","07/15/2017 00:00:00",53,"M","Outside/Open Areas",201707
201707,15,0,33643,713487,"D","07/15/2017 00:00:00",45,"M","Outside/Open Areas",201707
201707,15,0,33646,713487,"D","07/15/2017 00:00:00",43,"M","Outside/Open Areas",201707
201707,17,0,33651,713487,"D","07/17/2017 00:00:00",65,"M","Outside/Open Areas",201707
201707,17,0,33652,713487,"I","07/17/2017 00:00:00",53,"M","Outside/Open Areas",201707
201707,18,0,33653,713487,"D","07/18/2017 00:00:00",74,"M","Outside/Open Areas",201707
201707,18,0,33654,713487,"D","07/18/2017 00:00:00",78,"M","Outside/Open Areas",201707
201707,18,0,33655,713487,"D","07/18/2017 00:00:00",64,"M","Outside/Open Areas",201707
201707,15,0,33644,713487,"D","07/15/2017 00:00:00",72,"F","Permanent Home",201707
201707,15,0,33645,713487,"D","07/15/2017 00:00:00",80,"F","Permanent Home",201707
201707,15,0,33647,713487,"I","07/15/2017 00:00:00",65,"F","Permanent Home",201707
201707,16,0,33649,713487,"D","07/16/2017 00:00:00",50,"M","Permanent Home",201707
201707,17,0,33650,713487,"I","07/17/2017 00:00:00",66,"F","Permanent Home",201707
201707,22,0,33660,713489,"D","07/22/2017 00:00:00",41,"M","Unknown",201707
201707,20,0,33657,713489,"D","07/20/2017 00:00:00",53,"M","Outside/Open Areas",201707
201707,21,0,33659,713489,"D","07/21/2017 00:00:00",60,"F","Outside/Open Areas",201707
201707,24,0,33663,713489,"D","07/24/2017 00:00:00",59,"M","Outside/Open Areas",201707
201707,20,0,33656,713489,"D","07/20/2017 00:00:00",54,"M","Permanent Home",201707
201707,21,0,33658,713489,"D","07/21/2017 00:00:00",57,"F","Permanent Home",201707
201707,22,0,33661,713489,"D","07/22/2017 00:00:00",74,"M","Permanent Home",201707
201707,22,0,33662,713489,"D","07/22/2017 00:00:00",78,"F","Permanent Home",201707
201707,29,0,33665,713491,"D","07/29/2017 00:00:00",35,"M","Outside/Open Areas",201707
201707,30,0,33667,713491,"D","07/30/2017 00:00:00",55,"M","Outside/Open Areas",201707
201707,31,0,33668,713491,"D","07/31/2017 00:00:00",55,"M","Outside/Open Areas",201707
201707,29,0,33666,713491,"I","07/29/2017 00:00:00",68,"M","Permanent Home",201707
201707,28,0,33664,713491,"D","07/28/2017 00:00:00",59,"M","Permanent Structure",201707
201707,9,0,33786,718384,"I","07/09/2017 00:00:00",48,"M","In Water",201707
201709,15,0,33685,714276,"I","09/15/2017 00:00:00",79,"F","In Water",201709
201709,21,0,34117,715218,"D","09/21/2017 00:00:00",,"M","Unknown",201709
201709,20,0,34293,715242,"D","09/20/2017 00:00:00",,"M","Golfing",201709
201709,2,0,33706,715742,"I","09/02/2017 00:00:00",,"M","In Water",201709
201709,1,0,33781,717956,"D","09/01/2017 00:00:00",,"","Unknown",201709
201709,1,0,33782,717956,"D","09/01/2017 00:00:00",,"","Unknown",201709
201709,1,0,33783,717956,"D","09/01/2017 00:00:00",,"","Unknown",201709
201709,1,0,33778,717958,"D","09/01/2017 00:00:00",90,"M","Unknown",201709
201709,1,0,33779,717958,"D","09/01/2017 00:00:00",95,"F","Unknown",201709
201709,1,0,33780,717958,"D","09/01/2017 00:00:00",79,"M","Unknown",201709
201709,13,0,33789,718420,"D","09/13/2017 00:00:00",5,"M","Telephone",201709
201709,10,0,33910,719433,"I","09/10/2017 00:00:00",52,"M","Unknown",201709
201709,13,0,33898,719437,"I","09/13/2017 00:00:00",34,"F","Permanent Home",201709
201709,11,0,33901,719499,"I","09/11/2017 00:00:00",51,"M","Outside/Open Areas",201709
201709,25,0,33906,719499,"I","09/25/2017 00:00:00",52,"M","Outside/Open Areas",201709
201709,12,0,33903,719499,"I","09/12/2017 00:00:00",34,"F","Permanent Home",201709
201709,12,0,33904,719499,"I","09/12/2017 00:00:00",13,"M","Permanent Home",201709
201709,12,0,33905,719499,"I","09/12/2017 00:00:00",16,"F","Permanent Home",201709
201709,10,0,33902,719499,"I","09/10/2017 00:00:00",50,"F","Vehicle/Towed Trailer",201709
201709,26,0,33907,719500,"I","09/26/2017 00:00:00",64,"M","Unknown",201709
201709,14,0,33908,719501,"I","09/14/2017 00:00:00",85,"M","Unknown",201709
201709,12,0,33876,719629,"I","09/12/2017 00:00:00",,"M","Permanent Home",201709
201709,12,0,33877,719629,"I","09/12/2017 00:00:00",,"F","Permanent Home",201709
201709,11,0,33875,719634,"I","09/11/2017 00:00:00",,"","Vehicle/Towed Trailer",201709
201709,11,0,33878,719664,"I","09/11/2017 00:00:00",,"M","Permanent Home",201709
201709,13,0,33911,720204,"D","09/13/2017 00:00:00",32,"M","In Water",201709
201709,3,0,33925,721078,"I","09/03/2017 00:00:00",62,"M","Outside/Open Areas",201709
201709,6,0,33927,721078,"D","09/06/2017 00:00:00",38,"M","Outside/Open Areas",201709
201709,5,0,33926,721078,"I","09/05/2017 00:00:00",78,"F","Permanent Home",201709
201709,2,0,33924,721078,"I","09/02/2017 00:00:00",46,"M","Permanent Structure",201709
201709,8,0,33928,721079,"D","09/08/2017 00:00:00",26,"F","Outside/Open Areas",201709
201709,11,0,33929,721079,"I","09/11/2017 00:00:00",62,"F","Permanent Home",201709
201709,11,0,33930,721079,"I","09/11/2017 00:00:00",74,"M","Permanent Home",201709
201709,24,0,33934,721324,"D","09/24/2017 00:00:00",49,"M","In Water",201709
201709,30,0,34036,722189,"D","09/30/2017 00:00:00",47,"M","In Water",201709
201709,30,0,34037,722189,"D","09/30/2017 00:00:00",57,"F","In Water",201709
201709,21,0,34116,722549,"I","09/21/2017 00:00:00",87,"M","Vehicle/Towed Trailer",201709
201709,9,0,34060,722772,"D","09/09/2017 00:00:00",17,"M","In Water",201709
201709,12,0,34291,722895,"I","09/12/2017 00:00:00",35,"M","Vehicle/Towed Trailer",201709
201709,11,0,34207,722899,"I","09/11/2017 00:00:00",65,"M","Outside/Open Areas",201709
201709,16,0,34076,722903,"D","09/16/2017 00:00:00",46,"M","In Water",201709
201709,10,0,34198,722906,"I","09/10/2017 00:00:00",84,"M","Outside/Open Areas",201709
201709,14,0,34197,722906,"I","09/14/2017 00:00:00",74,"M","Permanent Home",201709
201709,11,0,34199,722906,"I","09/11/2017 00:00:00",69,"F","Permanent Home",201709
201709,9,0,34200,722906,"I","09/09/2017 00:00:00",29,"M","Permanent Home",201709
201709,12,0,34276,722909,"I","09/12/2017 00:00:00",69,"M","Permanent Home",201709
201709,12,0,34277,722909,"I","09/12/2017 00:00:00",65,"M","Permanent Home",201709
201709,12,0,34278,722909,"I","09/12/2017 00:00:00",26,"M","Permanent Home",201709
201709,12,0,34279,722909,"I","09/12/2017 00:00:00",59,"M","Permanent Home",201709
201709,12,0,34280,722909,"I","09/12/2017 00:00:00",69,"M","Permanent Home",201709
201709,11,0,34250,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34251,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34252,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34253,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34254,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34255,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34256,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34257,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34258,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34259,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34260,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34261,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34262,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34263,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34264,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34265,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34266,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34267,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34268,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,11,0,34269,723026,"I","09/11/2017 00:00:00",,"","Unknown",201709
201709,13,0,34270,723026,"D","09/13/2017 00:00:00",86,"M","Permanent Home",201709
201709,6,0,34193,723055,"D","09/06/2017 00:00:00",65,"M","Vehicle/Towed Trailer",201709
201709,10,0,34153,723255,"I","09/10/2017 00:00:00",,"","Unknown",201709
201709,10,0,34159,723288,"I","09/10/2017 00:00:00",,"","Unknown",201709
201709,10,0,34160,723288,"I","09/10/2017 00:00:00",,"","Unknown",201709
201709,10,0,34161,723288,"I","09/10/2017 00:00:00",,"","Unknown",201709
201709,10,0,34162,723288,"I","09/10/2017 00:00:00",,"","Unknown",201709
201709,10,0,34163,723288,"I","09/10/2017 00:00:00",,"","Unknown",201709
201709,11,0,34282,723450,"I","09/11/2017 00:00:00",59,"M","Unknown",201709
201709,10,0,34284,723450,"D","09/10/2017 00:00:00",,"","In Water",201709
201709,10,0,34283,723450,"D","09/10/2017 00:00:00",,"","Outside/Open Areas",201709
201709,10,0,34281,723450,"I","09/10/2017 00:00:00",,"M","Permanent Home",201709
201709,10,0,34286,723457,"I","09/10/2017 00:00:00",61,"F","Permanent Home",201709
201709,9,0,34287,723457,"I","09/09/2017 00:00:00",68,"M","School",201709
201709,9,0,34285,723457,"I","09/09/2017 00:00:00",60,"M","Vehicle/Towed Trailer",201709
201707,3,0,33424,699717,"I","07/03/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,3,0,33425,699717,"I","07/03/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,1,0,33408,700163,"I","07/01/2017 00:00:00",46,"M","Permanent Structure",201707
201707,19,0,33430,701447,"D","07/19/2017 00:00:00",56,"M","Permanent Home",201707
201707,17,0,33479,701747,"D","07/17/2017 00:00:00",12,"F","In Water",201707
201707,24,0,33438,702273,"D","07/24/2017 00:00:00",,"M","Unknown",201707
201707,11,0,33441,702335,"D","07/11/2017 00:00:00",59,"M","In Water",201707
201707,22,0,33482,702600,"I","07/22/2017 00:00:00",71,"M","Outside/Open Areas",201707
201707,29,0,33741,702905,"D","07/29/2017 00:00:00",57,"M","Outside/Open Areas",201707
201707,26,0,33457,703127,"D","07/26/2017 00:00:00",16,"M","Under Tree",201707
201707,15,0,33458,703248,"I","07/15/2017 00:00:00",93,"F","Permanent Home",201707
201707,17,0,33459,703303,"D","07/17/2017 00:00:00",2,"F","Vehicle/Towed Trailer",201707
201707,28,0,33469,703697,"D","07/28/2017 00:00:00",35,"M","Outside/Open Areas",201707
201707,22,0,33594,706970,"D","07/22/2017 00:00:00",82,"M","Mobile/Trailer Home",201707
201707,7,0,33611,713099,"D","07/07/2017 00:00:00",72,"M","Permanent Home",201707
201707,9,0,33671,713603,"D","07/09/2017 00:00:00",,"M","In Water",201707
201707,18,0,33672,713947,"D","07/18/2017 00:00:00",39,"M","Under Tree",201707
201707,22,0,33673,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33674,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33675,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33676,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33677,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33678,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33679,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33680,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33681,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,22,0,33682,713949,"I","07/22/2017 00:00:00",,"","Vehicle/Towed Trailer",201707
201707,10,0,33738,714415,"I","07/10/2017 00:00:00",64,"M","Outside/Open Areas",201707
201707,1,0,33689,714819,"D","07/01/2017 00:00:00",59,"F","In Water",201707
201707,4,0,33690,714820,"D","07/04/2017 00:00:00",34,"F","In Water",201707
201707,10,0,33703,715399,"D","07/10/2017 00:00:00",35,"M","Camping",201707
201709,10,0,34288,723458,"D","09/10/2017 00:00:00",,"M","Other",201709
201709,9,0,34289,723459,"I","09/09/2017 00:00:00",66,"M","Permanent Home",201709
201707,15,0,35150,715746,"D","07/15/2017 00:00:00",57,"F","In Water",201707
201707,15,0,35151,715746,"D","07/15/2017 00:00:00",27,"M","In Water",201707
201707,15,0,35152,715746,"D","07/15/2017 00:00:00",27,"F","In Water",201707
201707,15,0,35153,715746,"D","07/15/2017 00:00:00",24,"F","In Water",201707
201707,15,0,35154,715746,"D","07/15/2017 00:00:00",19,"M","In Water",201707
201707,15,0,35155,715746,"D","07/15/2017 00:00:00",13,"M","In Water",201707
201707,15,0,35156,715746,"D","07/15/2017 00:00:00",7,"M","In Water",201707
201707,15,0,35157,715746,"D","07/15/2017 00:00:00",5,"F","In Water",201707
201707,15,0,35158,715746,"D","07/15/2017 00:00:00",3,"F","In Water",201707
201707,15,0,35159,715746,"D","07/15/2017 00:00:00",2,"F","In Water",201707
201707,15,0,33735,716677,"I","07/15/2017 00:00:00",30,"F","Permanent Home",201707
201707,15,0,33736,716677,"I","07/15/2017 00:00:00",61,"F","Permanent Home",201707
201707,15,0,33737,716677,"I","07/15/2017 00:00:00",64,"F","Permanent Home",201707
201712,7,0,35049,734881,"D","12/07/2017 00:00:00",,"M","Outside/Open Areas",201712
201712,7,0,35048,734882,"D","12/07/2017 00:00:00",28,"M","Unknown",201712
201712,7,0,35047,734883,"D","12/07/2017 00:00:00",,"M","Outside/Open Areas",201712
201708,7,0,33494,706359,"D","08/07/2017 00:00:00",18,"M","In Water",201708
201708,2,0,33694,706581,"D","08/02/2017 00:00:00",74,"M","In Water",201708
201708,14,0,33544,707242,"D","08/14/2017 00:00:00",63,"M","In Water",201708
201708,13,0,33923,707684,"D","08/13/2017 00:00:00",24,"M","Under Tree",201708
201708,10,0,33916,708122,"D","08/10/2017 00:00:00",38,"M","In Water",201708
201708,10,0,33917,708122,"D","08/10/2017 00:00:00",10,"F","In Water",201708
201708,17,0,33554,708190,"D","08/17/2017 00:00:00",11,"F","In Water",201708
201708,26,0,33739,710616,"D","08/26/2017 00:00:00",61,"M","Outside/Open Areas",201708
201708,27,0,33952,710655,"D","08/27/2017 00:00:00",73,"M","Vehicle/Towed Trailer",201708
201708,1,0,33602,711661,"D","08/01/2017 00:00:00",31,"M","In Water",201708
201708,2,0,33610,713023,"D","08/02/2017 00:00:00",73,"M","In Water",201708
201708,16,0,33670,713498,"D","08/16/2017 00:00:00",47,"M","In Water",201708
201708,2,0,33691,714873,"I","08/02/2017 00:00:00",52,"M","Vehicle/Towed Trailer",201708
201708,4,0,33692,714877,"D","08/04/2017 00:00:00",57,"M","Outside/Open Areas",201708
201708,3,0,33734,716579,"D","08/03/2017 00:00:00",14,"F","Vehicle/Towed Trailer",201708
201708,1,0,33752,717833,"I","08/01/2017 00:00:00",48,"F","Outside/Open Areas",201708
201708,3,0,33755,717833,"D","08/03/2017 00:00:00",37,"M","Outside/Open Areas",201708
201708,1,0,33751,717833,"D","08/01/2017 00:00:00",58,"M","Permanent Home",201708
201708,2,0,33753,717833,"D","08/02/2017 00:00:00",58,"F","Permanent Home",201708
201708,3,0,33754,717833,"D","08/03/2017 00:00:00",75,"M","Permanent Home",201708
201708,4,0,33756,717833,"D","08/04/2017 00:00:00",59,"F","Permanent Home",201708
201708,6,0,33757,717835,"I","08/06/2017 00:00:00",81,"F","Outside/Open Areas",201708
201708,7,0,33758,717835,"D","08/07/2017 00:00:00",37,"M","Outside/Open Areas",201708
201708,8,0,33759,717835,"I","08/08/2017 00:00:00",54,"M","Outside/Open Areas",201708
201708,9,0,33760,717835,"I","08/09/2017 00:00:00",67,"M","Outside/Open Areas",201708
